SetID,Timestamp,Tournament,Date,Player1ID,Player2ID,Player1,Player2,Player1Score,Player2Score,Winner
43904445,1642825328,Smash the Cave @ETSU #15,2022-01-21,477716,436261,Buzzeh,BrandonBSaysWhat,3,0,Buzzeh
43904444,1642822272,Smash the Cave @ETSU #15,2022-01-21,477716,436261,Buzzeh,BrandonBSaysWhat,3,1,Buzzeh
43904572,1642825303,Smash the Cave @ETSU #15,2022-01-21,436261,1281231,BrandonBSaysWhat,TPN | Hispanerd,3,0,BrandonBSaysWhat
43904571,1643039661,Smash the Cave @ETSU #15,2022-01-24,1281231,2539902,TPN | Hispanerd,Owls,3,2,TPN | Hispanerd
43904442,1642817616,Smash the Cave @ETSU #15,2022-01-21,477716,870716,Buzzeh,PRISM | Kotar,3,0,Buzzeh
43904443,1642817772,Smash the Cave @ETSU #15,2022-01-21,64572,436261,ishtaria,BrandonBSaysWhat,2,3,BrandonBSaysWhat
43904569,1642820267,Smash the Cave @ETSU #15,2022-01-21,870716,1281231,PRISM | Kotar,TPN | Hispanerd,1,3,TPN | Hispanerd
43904570,1642821763,Smash the Cave @ETSU #15,2022-01-21,64572,2539902,ishtaria,Owls,0,3,Owls
43904567,1642819202,Smash the Cave @ETSU #15,2022-01-21,389201,1281231,Harlequin,TPN | Hispanerd,2,3,TPN | Hispanerd
43904568,1642819774,Smash the Cave @ETSU #15,2022-01-21,1107122,2539902,DDLG | benJAMIN,Owls,1,3,Owls
43904439,1642815104,Smash the Cave @ETSU #15,2022-01-21,2539902,870716,Owls,PRISM | Kotar,1,2,PRISM | Kotar
43904440,1642814533,Smash the Cave @ETSU #15,2022-01-21,64572,644599,ishtaria,SnOwO,2,0,ishtaria
43904441,1642815125,Smash the Cave @ETSU #15,2022-01-21,436261,1281231,BrandonBSaysWhat,TPN | Hispanerd,2,0,BrandonBSaysWhat
43904438,1642815617,Smash the Cave @ETSU #15,2022-01-21,477716,444554,Buzzeh,_Peak,2,0,Buzzeh
43904563,1642817692,Smash the Cave @ETSU #15,2022-01-21,644599,389201,SnOwO,Harlequin,1,2,Harlequin
43904564,1642818073,Smash the Cave @ETSU #15,2022-01-21,1281231,1525406,TPN | Hispanerd,DaD | Coffee Clutch,2,0,TPN | Hispanerd
43904565,1642818062,Smash the Cave @ETSU #15,2022-01-21,444554,1107122,_Peak,DDLG | benJAMIN,1,2,DDLG | benJAMIN
43904566,1642817679,Smash the Cave @ETSU #15,2022-01-21,2539902,847786,Owls,KniGHT,2,0,Owls
43904559,1642816843,Smash the Cave @ETSU #15,2022-01-21,2263776,389201,Blossom,Harlequin,0,2,Harlequin
43904560,1642817568,Smash the Cave @ETSU #15,2022-01-21,1525406,2038844,DaD | Coffee Clutch,D3eity,2,1,DaD | Coffee Clutch
43904561,1642816953,Smash the Cave @ETSU #15,2022-01-21,1107122,1962010,DDLG | benJAMIN,Alight,2,0,DDLG | benJAMIN
43904562,1642817084,Smash the Cave @ETSU #15,2022-01-21,2054812,847786,AlexSwaggers,KniGHT,0,2,KniGHT
43904430,1642814448,Smash the Cave @ETSU #15,2022-01-21,477716,2038844,Buzzeh,D3eity,2,0,Buzzeh
43904431,1642813911,Smash the Cave @ETSU #15,2022-01-21,1525406,444554,DaD | Coffee Clutch,_Peak,1,2,_Peak
43904432,1642813505,Smash the Cave @ETSU #15,2022-01-21,389201,2539902,Harlequin,Owls,1,2,Owls
43904433,1642813714,Smash the Cave @ETSU #15,2022-01-21,870716,2094524,PRISM | Kotar,htdb | BorutosDad,2,0,PRISM | Kotar
43904434,1642813872,Smash the Cave @ETSU #15,2022-01-21,64572,2417624,ishtaria,MayerMayhem,2,0,ishtaria
43904435,1642813476,Smash the Cave @ETSU #15,2022-01-21,2620853,644599,Beta,SnOwO,0,2,SnOwO
43904436,1642813751,Smash the Cave @ETSU #15,2022-01-21,436261,1962010,BrandonBSaysWhat,Alight,2,0,BrandonBSaysWhat
43904437,1642814320,Smash the Cave @ETSU #15,2022-01-21,1281231,1107122,TPN | Hispanerd,DDLG | benJAMIN,2,1,TPN | Hispanerd
43904551,1642816245,Smash the Cave @ETSU #15,2022-01-21,2094524,2263776,htdb | BorutosDad,Blossom,-1,0,Blossom
43904552,1642815607,Smash the Cave @ETSU #15,2022-01-21,389201,2433497,Harlequin,E Man,2,0,Harlequin
43904553,1642815838,Smash the Cave @ETSU #15,2022-01-21,1525406,1367265,DaD | Coffee Clutch,wing,2,0,DaD | Coffee Clutch
43904554,1642816540,Smash the Cave @ETSU #15,2022-01-21,2038844,2621312,D3eity,AshThorn,2,1,D3eity
43904555,1642816098,Smash the Cave @ETSU #15,2022-01-21,1107122,2556656,DDLG | benJAMIN,Eli | NotAhMistake,2,1,DDLG | benJAMIN
43904556,1642814727,Smash the Cave @ETSU #15,2022-01-21,1962010,2621327,Alight,Balake,2,1,Alight
43904557,1642815117,Smash the Cave @ETSU #15,2022-01-21,2620853,2054812,Beta,AlexSwaggers,0,2,AlexSwaggers
43904558,1642816430,Smash the Cave @ETSU #15,2022-01-21,2417624,847786,MayerMayhem,KniGHT,1,2,KniGHT
43904543,1642816191,Smash the Cave @ETSU #15,2022-01-21,2263776,2509116,Blossom,Avery,2,0,Blossom
43904544,1642815135,Smash the Cave @ETSU #15,2022-01-21,2433497,2621355,E Man,Shanks,2,0,E Man
43904545,1642814399,Smash the Cave @ETSU #15,2022-01-21,1367265,2538397,wing,Gay Bat,2,0,wing
43904546,1642814636,Smash the Cave @ETSU #15,2022-01-21,1446122,2621312,El gravy,AshThorn,1,2,AshThorn
43904547,1642815222,Smash the Cave @ETSU #15,2022-01-21,2558453,2556656,Mako,Eli | NotAhMistake,0,2,Eli | NotAhMistake
43904548,1642813782,Smash the Cave @ETSU #15,2022-01-21,1603916,2621327,blaz1ng,Balake,-1,0,Balake
43904549,1642814622,Smash the Cave @ETSU #15,2022-01-21,2054812,2006930,AlexSwaggers,Paladin,0,-1,AlexSwaggers
43904550,1642814389,Smash the Cave @ETSU #15,2022-01-21,847786,1970708,KniGHT,Virgo,2,0,KniGHT
43904414,1642813070,Smash the Cave @ETSU #15,2022-01-21,477716,1970708,Buzzeh,Virgo,2,0,Buzzeh
43904415,1642811721,Smash the Cave @ETSU #15,2022-01-21,847786,2038844,KniGHT,D3eity,1,2,D3eity
43904416,1642811901,Smash the Cave @ETSU #15,2022-01-21,1525406,2006930,DaD | Coffee Clutch,Paladin,0,-1,DaD | Coffee Clutch
43904417,1642812480,Smash the Cave @ETSU #15,2022-01-21,444554,2054812,_Peak,AlexSwaggers,2,0,_Peak
43904418,1642812521,Smash the Cave @ETSU #15,2022-01-21,389201,2621327,Harlequin,Balake,2,0,Harlequin
43904419,1642811701,Smash the Cave @ETSU #15,2022-01-21,2539902,1603916,Owls,blaz1ng,0,-1,Owls
43904420,1642812725,Smash the Cave @ETSU #15,2022-01-21,870716,2556656,PRISM | Kotar,Eli | NotAhMistake,2,0,PRISM | Kotar
43904421,1642811607,Smash the Cave @ETSU #15,2022-01-21,2094524,2558453,htdb | BorutosDad,Mako,2,0,htdb | BorutosDad
43904422,1642813392,Smash the Cave @ETSU #15,2022-01-21,64572,2621312,ishtaria,AshThorn,2,1,ishtaria
43904423,1642812448,Smash the Cave @ETSU #15,2022-01-21,2417624,1446122,MayerMayhem,El gravy,2,0,MayerMayhem
43904424,1642812947,Smash the Cave @ETSU #15,2022-01-21,2620853,2538397,Beta,Gay Bat,2,0,Beta
43904425,1642812678,Smash the Cave @ETSU #15,2022-01-21,1367265,644599,wing,SnOwO,0,2,SnOwO
43904426,1642812894,Smash the Cave @ETSU #15,2022-01-21,436261,2621355,BrandonBSaysWhat,Shanks,2,0,BrandonBSaysWhat
43904427,1642812698,Smash the Cave @ETSU #15,2022-01-21,1962010,2433497,Alight,E Man,2,1,Alight
43904428,1642813235,Smash the Cave @ETSU #15,2022-01-21,1281231,2509116,TPN | Hispanerd,Avery,2,0,TPN | Hispanerd
43904429,1642812732,Smash the Cave @ETSU #15,2022-01-21,1107122,2263776,DDLG | benJAMIN,Blossom,2,1,DDLG | benJAMIN
43904527,1642815486,Smash the Cave @ETSU #15,2022-01-21,2263776,2621385,Blossom,Chrom_Main,2,0,Blossom
43904383,1642811953,Smash the Cave @ETSU #15,2022-01-21,1970708,2621385,Virgo,Chrom_Main,2,0,Virgo
44081059,1643420939,Smash the Cave @ETSU #16,2022-01-28,477716,1525406,Buzzeh,DaD | Coffee Clutch,3,0,Buzzeh
44081058,1643418668,Smash the Cave @ETSU #16,2022-01-28,477716,1525406,Buzzeh,DaD | Coffee Clutch,3,0,Buzzeh
44081122,1643420334,Smash the Cave @ETSU #16,2022-01-28,1525406,1636860,DaD | Coffee Clutch,UTK | Slime | | GeeMonee,2,1,DaD | Coffee Clutch
44081121,1643419878,Smash the Cave @ETSU #16,2022-01-28,1152280,1636860,FCS | Doven,UTK | Slime | | GeeMonee,1,2,UTK | Slime | | GeeMonee
44081056,1643417201,Smash the Cave @ETSU #16,2022-01-28,477716,250179,Buzzeh,DJF | Meezy,2,0,Buzzeh
44081057,1643418011,Smash the Cave @ETSU #16,2022-01-28,436261,1525406,BrandonBSaysWhat,DaD | Coffee Clutch,1,2,DaD | Coffee Clutch
44081119,1643419018,Smash the Cave @ETSU #16,2022-01-28,436261,1152280,BrandonBSaysWhat,FCS | Doven,0,2,FCS | Doven
44081120,1643419048,Smash the Cave @ETSU #16,2022-01-28,250179,1636860,DJF | Meezy,UTK | Slime | | GeeMonee,0,2,UTK | Slime | | GeeMonee
44081117,1643418512,Smash the Cave @ETSU #16,2022-01-28,1152280,2417624,FCS | Doven,MayerMayhem,2,0,FCS | Doven
44081118,1643418375,Smash the Cave @ETSU #16,2022-01-28,1636860,2030715,UTK | Slime | | GeeMonee,UTK | Ender,2,1,UTK | Slime | | GeeMonee
44081052,1643416605,Smash the Cave @ETSU #16,2022-01-28,477716,2417624,Buzzeh,MayerMayhem,2,0,Buzzeh
44081053,1643416231,Smash the Cave @ETSU #16,2022-01-28,1152280,250179,FCS | Doven,DJF | Meezy,0,2,DJF | Meezy
44081054,1643416675,Smash the Cave @ETSU #16,2022-01-28,436261,1962010,BrandonBSaysWhat,DaD | Alight,2,0,BrandonBSaysWhat
44081055,1643416849,Smash the Cave @ETSU #16,2022-01-28,1525406,1636860,DaD | Coffee Clutch,UTK | Slime | | GeeMonee,2,1,DaD | Coffee Clutch
44081113,1643418091,Smash the Cave @ETSU #16,2022-01-28,1152280,2433497,FCS | Doven,E Man,2,0,FCS | Doven
44081114,1643417337,Smash the Cave @ETSU #16,2022-01-28,2417624,1631953,MayerMayhem,Is_Muh,2,1,MayerMayhem
44081115,1643417285,Smash the Cave @ETSU #16,2022-01-28,1636860,1557502,UTK | Slime | | GeeMonee,UTK | ChillMonkey,2,0,UTK | Slime | | GeeMonee
44081116,1643417451,Smash the Cave @ETSU #16,2022-01-28,1962010,2030715,DaD | Alight,UTK | Ender,0,2,UTK | Ender
44081110,1643416632,Smash the Cave @ETSU #16,2022-01-28,1603916,1631953,blaz1ng,Is_Muh,0,2,Is_Muh
44081111,1643415657,Smash the Cave @ETSU #16,2022-01-28,2630830,1557502,Lowcoe,UTK | ChillMonkey,0,2,UTK | ChillMonkey
44081112,1643416405,Smash the Cave @ETSU #16,2022-01-28,2410229,2030715,SmoothE9,UTK | Ender,0,2,UTK | Ender
44081109,1643417597,Smash the Cave @ETSU #16,2022-01-28,1108208,2433497,DaD | Mr.Shnazzy,E Man,0,2,E Man
44081044,1643415725,Smash the Cave @ETSU #16,2022-01-28,477716,2030715,Buzzeh,UTK | Ender,2,0,Buzzeh
44081045,1643415065,Smash the Cave @ETSU #16,2022-01-28,2417624,2410229,MayerMayhem,SmoothE9,2,0,MayerMayhem
44081046,1643415019,Smash the Cave @ETSU #16,2022-01-28,1152280,1557502,FCS | Doven,UTK | ChillMonkey,2,0,FCS | Doven
44081047,1643415003,Smash the Cave @ETSU #16,2022-01-28,250179,2263776,DJF | Meezy,Blossom,0,-1,DJF | Meezy
44081048,1643416088,Smash the Cave @ETSU #16,2022-01-28,436261,1631953,BrandonBSaysWhat,Is_Muh,2,0,BrandonBSaysWhat
44081049,1643415772,Smash the Cave @ETSU #16,2022-01-28,1962010,1603916,DaD | Alight,blaz1ng,2,0,DaD | Alight
44081050,1643415340,Smash the Cave @ETSU #16,2022-01-28,1525406,2433497,DaD | Coffee Clutch,E Man,2,0,DaD | Coffee Clutch
44081051,1643416054,Smash the Cave @ETSU #16,2022-01-28,1636860,2558453,UTK | Slime | | GeeMonee,Mako,2,0,UTK | Slime | | GeeMonee
44081101,1643417080,Smash the Cave @ETSU #16,2022-01-28,2558453,1108208,Mako,DaD | Mr.Shnazzy,0,2,DaD | Mr.Shnazzy
44081103,1643415811,Smash the Cave @ETSU #16,2022-01-28,1603916,389201,blaz1ng,BOJ | Harlequin,0,-1,blaz1ng
44081105,1643415079,Smash the Cave @ETSU #16,2022-01-28,2263776,2630830,Blossom,Lowcoe,-1,0,Lowcoe
44081107,1643415598,Smash the Cave @ETSU #16,2022-01-28,2410229,2424623,SmoothE9,Chrom_Main,2,0,SmoothE9
44081029,1643415141,Smash the Cave @ETSU #16,2022-01-28,2030715,1108208,UTK | Ender,DaD | Mr.Shnazzy,2,0,UTK | Ender
44081033,1643414500,Smash the Cave @ETSU #16,2022-01-28,1557502,389201,UTK | ChillMonkey,BOJ | Harlequin,0,-1,UTK | ChillMonkey
44081037,1643415059,Smash the Cave @ETSU #16,2022-01-28,1631953,2630830,Is_Muh,Lowcoe,2,0,Is_Muh
44081041,1643414976,Smash the Cave @ETSU #16,2022-01-28,2433497,2424623,E Man,Chrom_Main,2,0,E Man
44275885,1644041131,Smash the Cave @ETSU #17,2022-02-05,1309757,64572,WNL | Blank_58,ishtaria,2,3,ishtaria
44275886,1644041219,Smash the Cave @ETSU #17,2022-02-05,64572,1309757,ishtaria,WNL | Blank_58,3,1,ishtaria
44275884,1644029730,Smash the Cave @ETSU #17,2022-02-04,1309757,64572,WNL | Blank_58,ishtaria,3,0,WNL | Blank_58
44275948,1644031816,Smash the Cave @ETSU #17,2022-02-04,64572,1152280,ishtaria,FCS | Doven,3,1,ishtaria
44275947,1644042916,Smash the Cave @ETSU #17,2022-02-05,1152280,1962010,FCS | Doven,DaD | Alight,3,0,FCS | Doven
44275882,1644027539,Smash the Cave @ETSU #17,2022-02-04,1309757,2038844,WNL | Blank_58,D3eity,3,0,WNL | Blank_58
44275883,1644027039,Smash the Cave @ETSU #17,2022-02-04,64572,1152280,ishtaria,FCS | Doven,3,1,ishtaria
44275945,1644027781,Smash the Cave @ETSU #17,2022-02-04,1152280,1108208,FCS | Doven,DaD | Mr.Shnazzy,3,0,FCS | Doven
44275946,1644028730,Smash the Cave @ETSU #17,2022-02-04,2038844,1962010,D3eity,DaD | Alight,1,3,DaD | Alight
44275943,1644027670,Smash the Cave @ETSU #17,2022-02-04,1446122,1108208,El gravy,DaD | Mr.Shnazzy,0,3,DaD | Mr.Shnazzy
44275944,1644027094,Smash the Cave @ETSU #17,2022-02-04,1962010,2417624,DaD | Alight,MayerMayhem,3,0,DaD | Alight
44275878,1644308607,Smash the Cave @ETSU #17,2022-02-08,1309757,2263776,WNL | Blank_58,Blossom,2,0,WNL | Blank_58
44275879,1644308634,Smash the Cave @ETSU #17,2022-02-08,1446122,2038844,El gravy,D3eity,0,2,D3eity
44275880,1644308678,Smash the Cave @ETSU #17,2022-02-08,64572,2417624,ishtaria,MayerMayhem,2,0,ishtaria
44275881,1644308653,Smash the Cave @ETSU #17,2022-02-08,1152280,1367265,FCS | Doven,wing,2,0,FCS | Doven
44275939,1644024922,Smash the Cave @ETSU #17,2022-02-04,1446122,547218,El gravy,Shanks,2,0,El gravy
44275940,1644025100,Smash the Cave @ETSU #17,2022-02-04,2263776,1108208,Blossom,DaD | Mr.Shnazzy,1,2,DaD | Mr.Shnazzy
44275941,1644024774,Smash the Cave @ETSU #17,2022-02-04,1367265,1962010,wing,DaD | Alight,1,2,DaD | Alight
44275942,1644025182,Smash the Cave @ETSU #17,2022-02-04,2417624,2433509,MayerMayhem,Toyakazu,2,1,MayerMayhem
44275935,1644023243,Smash the Cave @ETSU #17,2022-02-04,2630830,547218,Lowcoe,Shanks,1,2,Shanks
44275936,1644023297,Smash the Cave @ETSU #17,2022-02-04,1108208,1603916,DaD | Mr.Shnazzy,blaz1ng,2,0,DaD | Mr.Shnazzy
44275937,1644023382,Smash the Cave @ETSU #17,2022-02-04,2639863,1962010,Tdog,DaD | Alight,0,2,DaD | Alight
44275938,1644023475,Smash the Cave @ETSU #17,2022-02-04,2433497,2433509,E Man,Toyakazu,1,2,Toyakazu
44275870,1644020698,Smash the Cave @ETSU #17,2022-02-04,1309757,2433509,WNL | Blank_58,Toyakazu,2,0,WNL | Blank_58
44275871,1644021286,Smash the Cave @ETSU #17,2022-02-04,2263776,2433497,Blossom,E Man,2,1,Blossom
44275872,1644021495,Smash the Cave @ETSU #17,2022-02-04,1962010,1446122,DaD | Alight,El gravy,1,2,El gravy
44275873,1644021279,Smash the Cave @ETSU #17,2022-02-04,2038844,2639863,D3eity,Tdog,2,0,D3eity
44275874,1745992043,Smash the Cave @ETSU #17,2025-04-30,64572,1603916,ishtaria,blaz1ng,2,0,ishtaria
44275875,1644021470,Smash the Cave @ETSU #17,2022-02-04,2417624,1108208,MayerMayhem,DaD | Mr.Shnazzy,2,1,MayerMayhem
44275876,1644021898,Smash the Cave @ETSU #17,2022-02-04,1152280,547218,FCS | Doven,Shanks,2,0,FCS | Doven
44275877,1644021598,Smash the Cave @ETSU #17,2022-02-04,1367265,537801,wing,Beta,2,1,wing
44275930,1644021941,Smash the Cave @ETSU #17,2022-02-04,1603916,208352,blaz1ng,Hydro,0,-1,blaz1ng
44275931,1644022744,Smash the Cave @ETSU #17,2022-02-04,2639863,2621327,Tdog,BALAKE,2,1,Tdog
44275932,1644022206,Smash the Cave @ETSU #17,2022-02-04,1962010,2206151,DaD | Alight,OmenApproaching,2,0,DaD | Alight
44275933,1644022602,Smash the Cave @ETSU #17,2022-02-04,2433497,2410229,E Man,SmoothE9,2,1,E Man
44275934,1644022778,Smash the Cave @ETSU #17,2022-02-04,2433509,2538397,Toyakazu,Gay Bat,2,0,Toyakazu
44275927,1644022609,Smash the Cave @ETSU #17,2022-02-04,537801,2630830,Beta,Lowcoe,1,2,Lowcoe
44275929,1644022073,Smash the Cave @ETSU #17,2022-02-04,1108208,2424623,DaD | Mr.Shnazzy,Chrom_Main,2,0,DaD | Mr.Shnazzy
44275855,1644020223,Smash the Cave @ETSU #17,2022-02-04,2433509,2630830,Toyakazu,Lowcoe,2,0,Toyakazu
44275859,1644020365,Smash the Cave @ETSU #17,2022-02-04,1446122,2424623,El gravy,Chrom_Main,2,0,El gravy
44275861,1644020548,Smash the Cave @ETSU #17,2022-02-04,208352,2639863,Hydro,Tdog,-1,0,Tdog
44275863,1644020484,Smash the Cave @ETSU #17,2022-02-04,1603916,2621327,blaz1ng,BALAKE,2,0,blaz1ng
44275865,1644020398,Smash the Cave @ETSU #17,2022-02-04,2206151,1108208,OmenApproaching,DaD | Mr.Shnazzy,0,2,DaD | Mr.Shnazzy
44275867,1644020450,Smash the Cave @ETSU #17,2022-02-04,2410229,547218,SmoothE9,Shanks,0,2,Shanks
44275869,1644020869,Smash the Cave @ETSU #17,2022-02-04,2538397,537801,Gay Bat,Beta,0,2,Beta
44477507,1644640460,Smash the Cave @ETSU #18,2022-02-11,64572,1281231,ishtaria,TPN | Hispanerd,0,3,TPN | Hispanerd
44477508,1644640503,Smash the Cave @ETSU #18,2022-02-11,1281231,64572,TPN | Hispanerd,ishtaria,0,3,ishtaria
44477506,1644637357,Smash the Cave @ETSU #18,2022-02-11,64572,1281231,ishtaria,TPN | Hispanerd,3,2,ishtaria
44477570,1644638955,Smash the Cave @ETSU #18,2022-02-11,1281231,1525406,TPN | Hispanerd,DaD | Coffee Clutch,3,1,TPN | Hispanerd
44477569,1644638015,Smash the Cave @ETSU #18,2022-02-11,1152280,1525406,FCS | Doven,DaD | Coffee Clutch,0,3,DaD | Coffee Clutch
44477504,1644632526,Smash the Cave @ETSU #18,2022-02-11,64572,1525406,ishtaria,DaD | Coffee Clutch,3,2,ishtaria
44477505,1644633618,Smash the Cave @ETSU #18,2022-02-11,1281231,1152280,TPN | Hispanerd,FCS | Doven,3,1,TPN | Hispanerd
44477567,1644635026,Smash the Cave @ETSU #18,2022-02-11,1152280,2539902,FCS | Doven,Owls,3,2,FCS | Doven
44477568,1644636051,Smash the Cave @ETSU #18,2022-02-11,1525406,1107122,DaD | Coffee Clutch,DDLG | benJAMIN,3,1,DaD | Coffee Clutch
44477565,1644631113,Smash the Cave @ETSU #18,2022-02-11,2539902,847786,Owls,KniGHT,3,0,Owls
44477566,1644631180,Smash the Cave @ETSU #18,2022-02-11,389201,1107122,BOJ | Harlequin,DDLG | benJAMIN,2,3,DDLG | benJAMIN
44477500,1644628165,Smash the Cave @ETSU #18,2022-02-11,64572,1962010,ishtaria,DaD | Alight,2,0,ishtaria
44477501,1644627637,Smash the Cave @ETSU #18,2022-02-11,1525406,2539902,DaD | Coffee Clutch,Owls,2,0,DaD | Coffee Clutch
44477502,1644628023,Smash the Cave @ETSU #18,2022-02-11,1281231,1107122,TPN | Hispanerd,DDLG | benJAMIN,2,1,TPN | Hispanerd
44477503,1644626942,Smash the Cave @ETSU #18,2022-02-11,389201,1152280,BOJ | Harlequin,FCS | Doven,1,2,FCS | Doven
44477561,1644629026,Smash the Cave @ETSU #18,2022-02-11,2539902,1108208,Owls,DaD | Mr.Shnazzy,2,1,Owls
44477562,1644630342,Smash the Cave @ETSU #18,2022-02-11,1962010,847786,DaD | Alight,KniGHT,0,2,KniGHT
44477563,1644629262,Smash the Cave @ETSU #18,2022-02-11,389201,1367265,BOJ | Harlequin,wing,2,0,BOJ | Harlequin
44477564,1644629444,Smash the Cave @ETSU #18,2022-02-11,1107122,1631953,DDLG | benJAMIN,Is_Muh,2,0,DDLG | benJAMIN
44477557,1644628382,Smash the Cave @ETSU #18,2022-02-11,1108208,2417624,DaD | Mr.Shnazzy,MayerMayhem,2,0,DaD | Mr.Shnazzy
44477558,1644629405,Smash the Cave @ETSU #18,2022-02-11,847786,2653229,KniGHT,OmegaLeon,2,0,KniGHT
44477559,1644628850,Smash the Cave @ETSU #18,2022-02-11,2433497,1367265,E Man,wing,0,2,wing
44477560,1644628843,Smash the Cave @ETSU #18,2022-02-11,1631953,1446122,Is_Muh,El gravy,2,0,Is_Muh
44477492,1644626326,Smash the Cave @ETSU #18,2022-02-11,64572,1446122,ishtaria,El gravy,2,0,ishtaria
44477493,1644626781,Smash the Cave @ETSU #18,2022-02-11,2529463,1962010,Virgo,DaD | Alight,0,2,DaD | Alight
44477494,1644625907,Smash the Cave @ETSU #18,2022-02-11,1525406,1367265,DaD | Coffee Clutch,wing,2,0,DaD | Coffee Clutch
44477495,1644626515,Smash the Cave @ETSU #18,2022-02-11,2539902,2433497,Owls,E Man,2,0,Owls
44477496,1644626847,Smash the Cave @ETSU #18,2022-02-11,1281231,547218,TPN | Hispanerd,Shanks,2,0,TPN | Hispanerd
44477497,1644627034,Smash the Cave @ETSU #18,2022-02-11,1107122,847786,DDLG | benJAMIN,KniGHT,2,1,DDLG | benJAMIN
44477498,1644625704,Smash the Cave @ETSU #18,2022-02-11,389201,2417624,BOJ | Harlequin,MayerMayhem,2,0,BOJ | Harlequin
44477499,1644626187,Smash the Cave @ETSU #18,2022-02-11,1152280,1108208,FCS | Doven,DaD | Mr.Shnazzy,2,0,FCS | Doven
44477549,1644627595,Smash the Cave @ETSU #18,2022-02-11,1108208,1603916,DaD | Mr.Shnazzy,blaz1ng,2,1,DaD | Mr.Shnazzy
44477550,1644627900,Smash the Cave @ETSU #18,2022-02-11,2417624,2054812,MayerMayhem,AlexSwaggers,2,1,MayerMayhem
44477551,1644627852,Smash the Cave @ETSU #18,2022-02-11,847786,2556656,KniGHT,Eli | NotAhMistake,2,0,KniGHT
44477552,1644628785,Smash the Cave @ETSU #18,2022-02-11,547218,2653229,Shanks,OmegaLeon,0,2,OmegaLeon
44477553,1644626907,Smash the Cave @ETSU #18,2022-02-11,2433497,2410229,E Man,SmoothE9,2,0,E Man
44477554,1644628387,Smash the Cave @ETSU #18,2022-02-11,1367265,822075,wing,brokenatari,2,0,wing
44477555,1644628235,Smash the Cave @ETSU #18,2022-02-11,2529463,1631953,Virgo,Is_Muh,0,2,Is_Muh
44477556,1644628173,Smash the Cave @ETSU #18,2022-02-11,1446122,2558453,El gravy,Mako,2,0,El gravy
44477542,1644626231,Smash the Cave @ETSU #18,2022-02-11,2038844,2054812,D3eity,AlexSwaggers,-1,0,AlexSwaggers
44477546,1644627782,Smash the Cave @ETSU #18,2022-02-11,822075,2621327,brokenatari,balake | BALAKE,2,0,brokenatari
44477548,1644627608,Smash the Cave @ETSU #18,2022-02-11,2639863,2558453,Tdog,Mako,1,2,Mako
44477477,1644625318,Smash the Cave @ETSU #18,2022-02-11,1446122,1603916,El gravy,blaz1ng,2,1,El gravy
44477478,1644625575,Smash the Cave @ETSU #18,2022-02-11,2038844,2529463,D3eity,Virgo,-1,0,Virgo
44477479,1644626156,Smash the Cave @ETSU #18,2022-02-11,1962010,2054812,DaD | Alight,AlexSwaggers,2,1,DaD | Alight
44477481,1644625226,Smash the Cave @ETSU #18,2022-02-11,1367265,2556656,wing,Eli | NotAhMistake,2,0,wing
44477483,1644625298,Smash the Cave @ETSU #18,2022-02-11,2433497,2653229,E Man,OmegaLeon,2,0,E Man
44477485,1644626058,Smash the Cave @ETSU #18,2022-02-11,2410229,547218,SmoothE9,Shanks,1,2,Shanks
44477486,1644624980,Smash the Cave @ETSU #18,2022-02-11,1107122,822075,DDLG | benJAMIN,brokenatari,2,0,DDLG | benJAMIN
44477487,1644625852,Smash the Cave @ETSU #18,2022-02-11,847786,2621327,KniGHT,balake | BALAKE,2,0,KniGHT
44477489,1644625162,Smash the Cave @ETSU #18,2022-02-11,2417624,1631953,MayerMayhem,Is_Muh,2,1,MayerMayhem
44477490,1644625810,Smash the Cave @ETSU #18,2022-02-11,1152280,2639863,FCS | Doven,Tdog,2,0,FCS | Doven
44477491,1644624964,Smash the Cave @ETSU #18,2022-02-11,1108208,2558453,DaD | Mr.Shnazzy,Mako,2,0,DaD | Mr.Shnazzy
44661566,1645244077,Smash the Cave @ETSU #19,2022-02-18,1525406,64572,DaD | Coffee Clutch,ishtaria,0,3,ishtaria
44661567,1645245559,Smash the Cave @ETSU #19,2022-02-18,64572,1525406,ishtaria,DaD | Coffee Clutch,1,3,DaD | Coffee Clutch
44661565,1645241524,Smash the Cave @ETSU #19,2022-02-18,1525406,64572,DaD | Coffee Clutch,ishtaria,3,2,DaD | Coffee Clutch
44661629,1645243287,Smash the Cave @ETSU #19,2022-02-18,64572,678943,ishtaria,WNL | Sejong,3,0,ishtaria
44661628,1645242419,Smash the Cave @ETSU #19,2022-02-18,1309757,678943,WNL | Blank_58,WNL | Sejong,1,3,WNL | Sejong
44661564,1645238616,Smash the Cave @ETSU #19,2022-02-18,64572,1309757,ishtaria,WNL | Blank_58,3,0,ishtaria
44661563,1645237340,Smash the Cave @ETSU #19,2022-02-18,678943,1525406,WNL | Sejong,DaD | Coffee Clutch,2,3,DaD | Coffee Clutch
44661626,1645239262,Smash the Cave @ETSU #19,2022-02-18,1309757,613483,WNL | Blank_58,colt,3,1,WNL | Blank_58
44661627,1645240209,Smash the Cave @ETSU #19,2022-02-18,678943,1152280,WNL | Sejong,Doven,3,0,WNL | Sejong
44661624,1645236727,Smash the Cave @ETSU #19,2022-02-18,613483,2539902,colt,Owls,3,1,colt
